movie_name,movie_date,movie_rating,movie_genre,movie_censor
The Lovely Bones,2009,,Fantasy,
No Escape,2015,,Thriller,
The Curious Case of Benjamin Button,2008,,Drama,
12 Hour Shift,2020,,Thriller,
Toy Story That Time Forgot,2014,,Animation,
Justice League: Gods and Monsters,2015,,Action,
All About Sex,2021,,Comedy,
Rings,2017,,Horror,
I Am Sam,2001,,Drama,
Who Framed Roger Rabbit,1988,,Fantasy,
Don Jon,2013,,Romance,
Mr. Peabody & Sherman,2014,,Animation,
Hulk,2003,,Action,
Romance,1999,,Drama,
Rocky III,1982,,Drama,
Psycho Goreman,2020,,Science Fiction,
Guardians,2017,,Action,
Leprechaun,1993,,Comedy,
Goosebumps 2: Haunted Halloween,2018,,Adventure,
Taxi Driver,1976,,Crime,
Robin Hood,1973,,Animation,
Meet Joe Black,1998,,Fantasy,
V for Vendetta,2006,,Action,
Neighbors,2014,,Comedy,
Sinbad: Legend of the Seven Seas,2003,,Family,
Tangled Ever After,2012,,Animation,
2 Guns,2013,,Action,
The Other Woman,2014,,Comedy,
Cast Away,2000,,Adventure,
Resident Evil: Damnation,2012,,Animation,
Operation Y and Other Shurik's Adventures,1965,,Comedy,
Sherlock Holmes,2009,,Action,
Percy Jackson: Sea of Monsters,2013,,Adventure,
Hunter x Hunter: The Last Mission,2013,,Adventure,
Saw V,2008,,Horror,
The Pianist,2002,,Drama,
BIA: An Upside Down World,2021,,Comedy,
Sin Nombre,2009,,Drama,
Intersect,2020,,Horror,
Paranormal Activity 3,2011,,Horror,
Kingsglaive: Final Fantasy XV,2016,,Animation,
Death Race: Beyond Anarchy,2018,,Action,
Black Hawk Down,2001,,Action,
Saw VI,2009,,Horror,
Silver Linings Playbook,2012,,Drama,
It's a Wonderful Life,1946,,Drama,
Robots,2005,,Animation,
Kama Sutra: A Tale of Love,1996,,Drama,
Zookeeper,2011,,Comedy,
The Boy Who Harnessed the Wind,2019,,Drama,
Modest Heroes,2018,,Animation,
Wonder,2017,,Drama,
Good Will Hunting,1997,,Drama,
Bridge to Terabithia,2007,,Adventure,
Dog Years,2021,,Romance,
Son of the Mask,2005,,Fantasy,
Suicide Squad: Hell to Pay,2018,,Science Fiction,
Underdogs,2013,,Animation,
Overdrive,2017,,Thriller,
Barbie and the Diamond Castle,2008,,Animation,
The Lego Movie 2: The Second Part,2019,,Action,
Nothing to Lose,2018,,Drama,
A Tale of Two Sisters,2003,,Drama,
Flavors of Youth,2018,,Animation,
Indiana Jones and the Last Crusade,1989,,Adventure,
Cranston Academy: Monster Zone,2020,,Adventure,
Courageous,2011,,Drama,
The Host,2006,,Horror,
The Da Vinci Code,2006,,Thriller,
The Garden of Words,2013,,Animation,
Boss Level,2021,,Action,
Ong Bak 2,2008,,Adventure,
Leprechaun: Back 2 tha Hood,2003,,Horror,
The Grudge,2004,,Horror,
Aliens,1986,,Action,
The Boy Who Killed My Parents,2021,,Crime,
Crawl,2019,,Thriller,
Planet of the Apes,2001,,Thriller,
Dark Shadows,2012,,Comedy,
Pleasure,2021,,Drama,
The Legend of Siren XXX,2010,,Horror,
Self/less,2015,,Science Fiction,
The Transporter Refueled,2015,,Action,
Red Sparrow,2018,,Mystery,
Friday the 13th Part 2,1981,,Horror,
The Dark Tower,2017,,Fantasy,
Goodbye World,2013,,Drama,
Allegiant,2016,,Adventure,
The Good Doctor,2011,,Drama,
Turbo: A Power Rangers Movie,1997,,Action,
The Son of Bigfoot,2017,,Family,
Never Back Down,2008,,Drama,
Jigsaw,2017,,Horror,
50 Greatest Harry Potter Moments,2011,,Documentary,
Cashback,2004,,Drama,
The Intruder,2021,,Thriller,
Yes; God; Yes,2020,,Comedy,
If I Stay,2014,,Drama,
War of the Arrows,2011,,Drama,
Garfield: A Tail of Two Kitties,2006,,Comedy,
Ghostbusters II,1989,,Comedy,
Chicken Little,2005,,Animation,
Die Hard 2,1990,,Action,
Dunkirk,2017,,War,
Raiders of the Lost Ark,1981,,Adventure,
Deepwater Horizon,2016,,Drama,
Steven Universe: The Movie,2019,,Animation,
The Blair Witch Project,1999,,Horror,
Hostel,2006,,Horror,
Where the Wild Things Are,2009,,Family,
Inferno,2016,,Mystery,
Paranormal Activity: The Marked Ones,2014,,Horror,
Dawn of the Dead,2004,,Action,
Promare,2019,,Animation,
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,2003,,Animation,
The Boss Baby,2017,,Animation,
Dolittle,2020,,Family,
The Case for Christ,2017,,Drama,
Mr. Popper's Penguins,2011,,Comedy,
3-D Sex and Zen: Extreme Ecstasy,2011,,Drama,
On Your Wedding Day,2018,,Romance,
3:10 to Yuma,2007,,Western,
Castle Freak,2020,,Horror,
Home,2015,,Fantasy,
Woodlawn,2015,,Drama,
Star Wars: Episode III - Revenge of the Sith,2005,,Science Fiction,
Zodiac,2007,,Crime,
Halo: Nightfall,2014,,Science Fiction,
Night of the Living Dead,1990,,Horror,
Three Steps Over Heaven,2004,,Drama,
Thir13en Ghosts,2001,,Horror,
Diary of a Wimpy Kid,2010,,Comedy,
Saint Seiya: Warriors of the Final Holy Battle,1989,,Action,
One Piece 3D: Straw Hat Chase,2011,,Animation,
Overboard,2018,,Romance,
Beethoven's Big Break,2008,,Comedy,
Van Helsing,2004,,Horror,
I Am Number Four,2011,,Action,
Rocky Balboa,2006,,Drama,
The Princess Diaries,2001,,Comedy,
Death Note,2006,,Fantasy,
Tinker Bell and the Lost Treasure,2009,,Animation,
Space Jam,1996,,Family,
League of Gods,2016,,Action,
Homunculus,2021,,Drama,
Beasts Clawing at Straws,2020,,Mystery,
Watchmen,2009,,Action,
Into the Storm,2014,,Action,
Smurfs: The Lost Village,2017,,Family,
My Best Friend's Girl,2008,,Romance,
The Prince of Egypt,1998,,Adventure,
The Goonies,1985,,Adventure,
Date Night,2010,,Comedy,
The Fifth Element,1997,,Adventure,
Braven,2018,,Drama,
Vacation,2015,,Comedy,
Lucas,2021,,Drama,
Jason Goes to Hell: The Final Friday,1993,,Horror,
The Girl Who Killed Her Parents,2021,,Crime,
Armageddon,1998,,Action,
The Autopsy of Jane Doe,2016,,Horror,
The Huntsman: Winter's War,2016,,Action,
The Foreigner,2017,,Action,
The Hidden Face,2011,,Thriller,
The Tit and the Moon,1994,,Drama,
Beyond the Boundary: I'll Be Here – Past,2015,,Animation,
The Wolf and the Lion,2021,,Adventure,
Zathura: A Space Adventure,2005,,Family,
Flashback,2021,,Comedy,
American Pie Presents: Band Camp,2005,,Comedy,
The Drop,2014,,Drama,
Shot Caller,2017,,Crime,
Emperor,2012,,Drama,
Playhouse,2020,,Horror,
Mr. & Mrs. Smith,2005,,Action,
Sex; Shame & Tears,1999,,Comedy,
Lilo & Stitch 2: Stitch Has a Glitch,2005,,Animation,
Alpha,2018,,Adventure,
Get the Gringo,2012,,Action,
Freddy's Dead: The Final Nightmare,1991,,Horror,
Adore,2013,,Drama,
Green Book,2018,,Drama,
Men in Black II,2002,,Action,
Mary Poppins,1964,,Comedy,
Young Mother 5,2020,,Drama,
Maggie Simpson in The Force Awakens from Its Nap,2021,,Family,
Kill Bill: Vol. 1,2003,,Action,
Fate/stay night: Heaven's Feel I. Presage Flower,2017,,Action,
Xtreme,2021,,Action,
His House,2020,,Drama,
Innocent Witness,2019,,Drama,
G.I. Joe: Retaliation,2013,,Science Fiction,
Open 24 Hours,2018,,Horror,
Pocahontas II: Journey to a New World,1998,,Family,
S.W.A.T.: Under Siege,2017,,Action,
Grease,1978,,Romance,
It Boy,2013,,Comedy,
Jesus,1979,,Drama,
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,2016,,Animation,
10 Things I Hate About You,1999,,Comedy,
Transporter 3,2008,,Action,
Carnaval,2021,,Comedy,
Stuart Little 2,2002,,Family,
The Ring,2002,,Horror,
The Scorpion King 3: Battle for Redemption,2012,,Action,
Olaf's Frozen Adventure,2017,,Animation,
Jason X,2001,,Horror,
Ghost Lab,2021,,Drama,
Warm Bodies,2013,,Horror,
A Naija Christmas,2021,,Comedy,
Better Days,2019,,Drama,
Porco Rosso,1992,,Family,
Doraemon: Nobita and the Windmasters,2003,,Animation,
Superman Returns,2006,,Science Fiction,
Why Him?,2016,,Comedy,
8 Mile,2002,,Music,
Sekaiichi Hatsukoi Movie,2014,,Animation,
Tomorrow Never Dies,1997,,Adventure,
Carrie,2013,,Drama,
Bungo Stray Dogs: Dead Apple,2018,,Animation,
Love and Monsters,2020,,Comedy,
Summer Wars,2009,,Animation,
Blade Runner,1982,,Science Fiction,
Pet Sematary,1989,,Horror,
2001: A Space Odyssey,1968,,Science Fiction,
Spy,2015,,Action,
Kick-Ass 2,2013,,Action,
Barbie: A Fairy Secret,2011,,Animation,
Speed,1994,,Action,
Death of Me,2020,,Horror,
Last Summer,2021,,Romance,
Mission: Impossible,1996,,Adventure,
Aloha Scooby-Doo!,2005,,Mystery,
American History X,1998,,Drama,
Ghost in the Shell,1995,,Action,
Leap Year,2010,,Romance,
As Above; So Below,2014,,Horror,
Die Hard,1988,,Action,
Silent Hill,2006,,Horror,
One Punch Man: Road to Hero,2015,,Action,
Not Another Teen Movie,2001,,Comedy,
Dune,1984,,Action,
Barbie as the Island Princess,2007,,Animation,
Bermuda Tentacles,2014,,Science Fiction,
Freaky Friday,2003,,Comedy,
Barb & Star Go to Vista Del Mar,2021,,Comedy,
Father Christmas Is Back,2021,,Comedy,
The Indian in the Cupboard,1995,,Adventure,
The Worst Person in the World,2021,,Comedy,
Killer Bean Forever,2009,,Action,
Desire,2017,,Romance,
Sexo salvaje,2015,,Romance,
Saint Seiya: Evil Goddess Eris,1987,,Action,
Man of Tai Chi,2013,,Action,
Homefront,2013,,Action,
Alien Resurrection,1997,,Science Fiction,
The Wedding Ringer,2015,,Comedy,
The Butterfly Effect,2004,,Science Fiction,
The Raid 2,2014,,Action,
This Is the End,2013,,Action,
Scott Pilgrim vs. the World,2010,,Action,
A Christmas Carol,2009,,Animation,
The Help,2011,,Drama,
Jack and Jill,2011,,Comedy,
Happier Than Ever: A Love Letter to Los Angeles,2021,,Music,
St. Vincent,2014,,Comedy,
Blue Lagoon: The Awakening,2012,,Drama,
The Return of the Living Dead,1985,,Comedy,
Life As We Know It,2010,,Comedy,
No Mercy,2019,,Action,
Eagle Eye,2008,,Mystery,
Checkered Ninja,2018,,Animation,
Collateral Beauty,2016,,Drama,
The Spy Next Door,2010,,Action,
Atlantis: The Lost Empire,2001,,Animation,
The Bear,1988,,Adventure,
Elite Squad,2007,,Drama,
The Rugrats Movie,1998,,Family,
Blood Diamond,2006,,Drama,
The Spiderwick Chronicles,2008,,Family,
Battleship,2012,,Thriller,
Justice League: Throne of Atlantis,2015,,Science Fiction,
Transporter 2,2005,,Action,
Ouija: Origin of Evil,2016,,Horror,
The Amityville Horror,2005,,Horror,
Bloodsport,1988,,Action,
Mission: Impossible II,2000,,Adventure,
Friday the 13th Part VI: Jason Lives,1986,,Horror,
Kung Fu Hustle,2004,,Action,
Friendzone,2021,,Romance,
Scary Stories to Tell in the Dark,2019,,Horror,
Jason Bourne,2016,,Action,
Deep Water,2022,,Drama,
La leyenda de la Llorona,2011,,Family,
The Little Mermaid,2018,,Family,
We Are the Nobles,2013,,Comedy,
Role Models,2008,,Comedy,
Drive Angry,2011,,Fantasy,
Nanny McPhee and the Big Bang,2010,,Comedy,
Bayala: A Magical Adventure,2019,,Adventure,
The Judge,2014,,Drama,
Animal Crackers,2017,,Comedy,
Ferry,2021,,Action,
The Legend of La Llorona,2022,,Horror,
Sabotage,2014,,Action,
Rough Night,2017,,Drama,
The Blue Lagoon,1980,,Romance,
Mile 22,2018,,Action,
Reminiscence,2021,,Science Fiction,
Titanic II,2010,,Action,
The Grandmother,2022,,Horror,
It Follows,2015,,Horror,
Independence Daysaster,2013,,Action,
Death Race,2008,,Action,
Ghosts of Girlfriends Past,2009,,Fantasy,
The Exorcism of Emily Rose,2005,,Crime,
Kizumonogatari Part 2: Nekketsu,2016,,Animation,
The Marine 3: Homefront,2013,,Action,
The Guide to the Perfect Family,2021,,Comedy,
14 Peaks: Nothing Is Impossible,2021,,Documentary,
Evangelion: 2.0 You Can (Not) Advance,2009,,Animation,
Ocean's Eleven,2001,,Thriller,
Leprechaun 3,1995,,Comedy,
Halloween,1978,,Horror,
Left Behind,2014,,Thriller,
Splice,2009,,Horror,
Batman: Bad Blood,2016,,Science Fiction,
Oxygen,2021,,Science Fiction,
Saint Seiya: Legend of Crimson Youth,1988,,Action,
Afterlife of the Party,2021,,Fantasy,
The Secret World of Arrietty,2010,,Fantasy,
About Time,2013,,Drama,
Stoker,2013,,Drama,
The Witch,2015,,Drama,
Skin Trade,2014,,Thriller,
Kill Bill: Vol. 2,2004,,Action,
The Boss Baby: Get That Baby!,2020,,Comedy,
Beetlejuice,1988,,Fantasy,
Leatherface: The Texas Chainsaw Massacre III,1990,,Horror,
The Outlaws,2017,,Crime,
The Last Boy Scout,1991,,Action,
Green Street Hooligans,2005,,Crime,
Live Free or Die Hard,2007,,Action,
I Can Only Imagine,2018,,Music,
Trainwreck,2015,,Comedy,
Superman/Batman: Public Enemies,2009,,Science Fiction,
The Irishman,2019,,Crime,
Barbie Fairytopia: Magic of the Rainbow,2007,,Animation,
Hitman,2007,,Action,
Sky Sharks,2020,,Horror,
Finding You,2021,,Romance,
The Wind Rises,2013,,Family,
Barbie: The Princess & The Popstar,2012,,Family,
Sex Drive,2008,,Comedy,
Double Impact,1991,,Thriller,
Dead Poets Society,1989,,Drama,
Star Trek Beyond,2016,,Action,
Sugar Daddy,2021,,Drama,
Charlie's Angels: Full Throttle,2003,,Action,
Bambi II,2006,,Animation,
ParaNorman,2012,,Family,
Batman Beyond: Return of the Joker,2000,,Animation,
Invasion,2020,,Science Fiction,
A House on the Bayou,2021,,Horror,
Journey to the Center of the Earth,2008,,Action,
Friday the 13th: The Final Chapter,1984,,Horror,
Horton Hears a Who!,2008,,Animation,
War of the Worlds,2005,,Adventure,
How to Be a Latin Lover,2017,,Comedy,
The Return of Jafar,1994,,Family,
Die Hard: With a Vengeance,1995,,Action,
Lego DC Batman: Family Matters,2019,,Animation,
Dr. No,1962,,Adventure,
Underwater,2020,,Action,
High School,2010,,Comedy,
From Paris with Love,2010,,Action,
Superfast!,2015,,Comedy,
The Ash Lad: In the Hall of the Mountain King,2017,,Adventure,
A Nightmare on Elm Street,2010,,Horror,
Time Trap,2017,,Science Fiction,
The Girl on the Train,2016,,Crime,
Fever Dream,2021,,Thriller,
Friday the 13th Part VIII: Jason Takes Manhattan,1989,,Horror,
Love; Chunibyo & Other Delusions! Rikka Version,2013,,Comedy,
Planes,2013,,Animation,
Yes Day,2021,,Comedy,
Spell,2020,,Thriller,
The Owners,2020,,Thriller,
The Irregular at Magic High School: The Girl Who Summons the Stars,2017,,Science Fiction,
Big Game,2014,,Action,
Son of God,2014,,Drama,
Blade: Trinity,2004,,Action,
Nacho Libre,2006,,Comedy,
The Last King,2016,,Action,
Godzilla: The Planet Eater,2018,,Animation,
The Contractor,2022,,Action,
Epic,2013,,Animation,
Toys of Terror,2021,,Horror,
Assault on Wall Street,2013,,Drama,
Child's Play,2019,,Horror,
A Werewolf Boy,2012,,Romance,
The Secret of the Magic Gourd,2007,,Drama,
LEGO Hidden Side: Night of the Harbinger,2020,,Animation,
Phantom of the Kill: Zero's Rebellion,2016,,Action,
The Happening,2008,,Thriller,
461 Days of Bento: A Promise Between Father and Son,2020,,Drama,
Aladdin and the King of Thieves,1996,,Adventure,
Sweetheart,2019,,Horror,
The Return of the Texas Chainsaw Massacre,1995,,Horror,
Don't Kill It,2016,,Fantasy,
Enemy at the Gates,2001,,Drama,
Scooby-Doo! Curse of the Lake Monster,2010,,Mystery,
Iron Sky,2012,,Action,
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,,Horror,
You Don't Mess with the Zohan,2008,,Comedy,
The Most Beautiful Boy in the World,2021,,Documentary,
AVP: Alien vs. Predator,2004,,Adventure,
The Sadness,2021,,Thriller,
Unthinkable,2010,,Drama,
The Great Gatsby,2013,,Drama,
Big Momma's House 2,2006,,Comedy,
The Unfamiliar,2020,,Thriller,
Ice Age: A Mammoth Christmas,2011,,Animation,
5 Centimeters per Second,2007,,Animation,
Inuyashiki,2018,,Action,
Death Wish,2018,,Action,
I Give My First Love to You,2009,,Drama,
In This Corner of the World,2016,,Drama,
Daytime Shooting Star,2017,,Romance,
The Howling,1981,,Horror,
The Last Samurai,2003,,Drama,
Meet the Spartans,2008,,Comedy,
Paprika,1991,,Drama,
The Lighthouse,2019,,Drama,
Anacondas: The Hunt for the Blood Orchid,2004,,Adventure,
Outlander,2008,,Fantasy,
Charlie's Angels,2019,,Action,
Mine,2016,,Thriller,
Love; Strange Love,1982,,Drama,
The Empty Man,2020,,Horror,
Dumbo,2019,,Family,
From Russia with Love,1963,,Action,
Rocky V,1990,,Drama,
The Tragedy of Macbeth,2021,,Drama,
Bleach the Movie: Hell Verse,2010,,Action,
Cry Macho,2021,,Western,
Free Willy,1993,,Family,
Odnoklassniki.ru: The Magic Laptop,2013,,Comedy,
Halloween 4: The Return of Michael Myers,1988,,Horror,
Sinister,2012,,Horror,
Blade II,2002,,Fantasy,
C'mon C'mon,2021,,Drama,
The Ring Two,2005,,Drama,
Sleepy Hollow,1999,,Drama,
The Hot Chick,2002,,Comedy,
Brahms: The Boy II,2020,,Horror,
Escape Room,2017,,Horror,
The Punisher,2004,,Action,
Twelve Monkeys,1995,,Science Fiction,
Die Another Day,2002,,Adventure,
Men of Honor,2000,,Drama,
The Empire Strikes Back,1980,,Adventure,
Teen Titans: The Judas Contract,2017,,Science Fiction,
Lion,2016,,Drama,
Codename: Kids Next Door - Operation Z.E.R.O.,2006,,Animation,
Iron Mask,2019,,Adventure,
Big Stan,2007,,Comedy,
Everest,2015,,Drama,
Ouija,2014,,Horror,
A Serbian Film,2010,,Crime,
Antebellum,2020,,Horror,
Kimetsu no Yaiba Orchestra Concert,2021,,Music,
Bayonetta: Bloody Fate,2013,,Animation,
Hostel: Part III,2011,,Horror,
The Babysitters,2008,,Drama,
The Dude in Me,2019,,Fantasy,
Books of Blood,2020,,Horror,
What Lies Below,2020,,Horror,
The Rover,2014,,Crime,
Species,1995,,Science Fiction,
A Week Away,2021,,Drama,
The Loft,2014,,Thriller,
Good Boys,2019,,Comedy,
Semen Demon,2005,,Horror,
Transformers: Revenge of the Fallen,2009,,Science Fiction,
The Social Network,2010,,Drama,
Piranha,1978,,Horror,
The Virginity Hit,2010,,Comedy,
S.W.A.T.,2003,,Action,
Leprechaun 2,1994,,Comedy,
The Protector 2,2013,,Action,
21 Bridges,2019,,Crime,
Tinker Bell,2008,,Animation,
Lionheart,1990,,Action,
Batman: Assault on Arkham,2014,,Thriller,
Amélie,2001,,Comedy,
Thor: Love and Thunder,2022,,Action,
God's Not Dead,2014,,Drama,
Psycho,1960,,Horror,
Freaky,2020,,Comedy,
The Paperboy,2012,,Thriller,
I Believe,2017,,Family,
Danny Boy,2021,,Drama,
Batman and Harley Quinn,2017,,Adventure,
Unfaithful,2002,,Thriller,
Young & Beautiful,2013,,Drama,
Anoko no Toriko,2018,,Romance,
Charlie's Angels,2000,,Action,
Frankenweenie,2012,,Animation,
47 Meters Down,2017,,Horror,
The Karate Kid,1984,,Action,
The Black Phone,2022,,Horror,
Police Academy 3: Back in Training,1986,,Comedy,
JJ+E,2021,,Romance,
Night at the Museum,2006,,Action,
Man on Fire,2004,,Action,
Anger Management,2003,,Comedy,
Deep Blue Sea,1999,,Action,
Aquaman: Heroines of Atlantis,2019,,Documentary,
Garo: Divine Flame,2016,,Action,
12 Strong,2018,,War,
The Bourne Ultimatum,2007,,Action,
The Boy from Medellín,2020,,Documentary,
The Moment You Fall in Love,2016,,Drama,
[REC],2007,,Horror,
Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,2014,,Family,
Arthur and the Invisibles,2006,,Adventure,
A Monster in Paris,2011,,Adventure,
Tokyo Ghoul 'S',2019,,Action,
The Nutcracker and the Four Realms,2018,,Fantasy,
The Grand Budapest Hotel,2014,,Comedy,
Upgrade,2018,,Action,
Step Up 3D,2010,,Drama,
Impossible Things,2021,,Family,
Kill Command,2016,,Action,
Below Her Mouth,2017,,Drama,
A Cinderella Story: If the Shoe Fits,2016,,Comedy,
Kingdom of Heaven,2005,,Drama,
Paul Blart: Mall Cop 2,2015,,Action,
Jack Ryan: Shadow Recruit,2014,,Action,
The Departed,2006,,Drama,
Ben-Hur,2016,,Action,
Miss March,2009,,Comedy,
Blood and Bone,2009,,Action,
Gnomeo & Juliet,2011,,Animation,
Everly,2015,,Thriller,
The Mechanic,2011,,Action,
Goldfinger,1964,,Adventure,
Love; Simon,2018,,Comedy,
The Beguiled,2017,,Drama,
Turbo,2013,,Animation,
Legally Blonde,2001,,Comedy,
Lights Out,2016,,Horror,
Back to the Future Part III,1990,,Adventure,
Poltergeist,1982,,Horror,
I Am a Hero,2016,,Action,
Home Alone 4,2002,,Comedy,
Girls Trip,2017,,Comedy,
Playing It Cool,2014,,Comedy,
The Binding,2020,,Horror,
Godzilla,1998,,Science Fiction,
Haunting of the Mary Celeste,2020,,Horror,
Lassie Come Home,2020,,Adventure,
Lara Croft: Tomb Raider,2001,,Adventure,
Avengers Grimm,2015,,Action,
E.T. the Extra-Terrestrial,1982,,Science Fiction,
Los perros,2017,,Drama,
Atomic Blonde,2017,,Action,
The Dictator,2012,,Comedy,
Robin Hood,2018,,Adventure,
Training Day,2001,,Action,
The Lego Ninjago Movie,2017,,Family,
Baby on Board,2009,,Comedy,
Pixie Hollow Games,2011,,Animation,
Basic Instinct,1992,,Thriller,
Sniper: Ultimate Kill,2017,,Action,
Trinity Seven: Eternity Library & Alchemic Girl,2017,,Animation,
Bleeding Steel,2017,,Action,
Halloween,2007,,Horror,
A World For Julius,2021,,Drama,
The DUFF,2015,,Romance,
Tremors: A Cold Day in Hell,2018,,Action,
Resident Evil: Vendetta,2017,,Animation,
The Princess Diaries 2: Royal Engagement,2004,,Comedy,
The Skin I Live In,2011,,Thriller,
RoboCop,1987,,Action,
Curse of Chucky,2013,,Horror,
Underworld: Evolution,2006,,Fantasy,
Oldboy,2003,,Drama,
Cashback,2006,,Drama,
Love; Chunibyo & Other Delusions! Take On Me,2018,,Animation,
Bullet Train,2022,,Action,
Once Upon a Time in America,1984,,Drama,
Seven Minutes,2009,,Comedy,
Cats & Dogs,2001,,Family,
To All the Boys: P.S. I Still Love You,2020,,Romance,
Tamako Love Story,2014,,Romance,
Little Big Mouth,2021,,Comedy,
I Feel Pretty,2018,,Comedy,
The Three Deaths of Marisela Escobedo,2020,,Documentary,
Lone Survivor,2013,,War,
Murder on the Orient Express,2017,,Mystery,
Berserk: The Golden Age Arc III - The Advent,2013,,Action,
The Last House on the Left,2009,,Crime,
Platoon,1986,,Drama,
Quest for Camelot,1998,,Fantasy,
My Sister's Keeper,2009,,Drama,
Death Proof,2007,,Action,
Sex and Zen,1991,,Drama,
The Heist of the Century,2020,,Comedy,
Renegades,2017,,Thriller,
Jack Black: Spider-Man,2002,,Comedy,
Let There Be Light,2017,,Drama,
On the Basis of Sex,2018,,Drama,
Mad Max 2,1981,,Adventure,
The Darkest Minds,2018,,Science Fiction,
Broken City,2013,,Thriller,
Inazuma Eleven: The Movie,2010,,Fantasy,
The Killing of a Sacred Deer,2017,,Drama,
Shaun of the Dead,2004,,Horror,
Blue Bayou,2021,,Drama,
Oz the Great and Powerful,2013,,Fantasy,
Batman: Gotham by Gaslight,2018,,Thriller,
Child 44,2015,,Crime,
Friday the 13th Part VII: The New Blood,1988,,Horror,
Torque,2004,,Action,
Walking with Dinosaurs,2013,,Animation,
Security,2021,,Thriller,
Lego DC Comics Super Heroes: The Flash,2018,,Adventure,
Game of Thrones: The Last Watch,2019,,Documentary,
Return of the Jedi,1983,,Adventure,
Happily,2021,,Comedy,
Lady Bloodfight,2016,,Action,
Constantine: City of Demons - The Movie,2018,,Fantasy,
The Iceman,2012,,Thriller,
Malcolm & Marie,2021,,Drama,
Demolition Man,1993,,Crime,
Puss in Boots: The Three Diablos,2012,,Adventure,
Return to the Blue Lagoon,1991,,Adventure,
The Kill Team,2019,,War,
Eyes Wide Shut,1999,,Drama,
Passing,2021,,Drama,
Diary of a Wimpy Kid: Rodrick Rules,2011,,Family,
Euphoria,2013,,Drama,
TEKKEN: Kazuya's Revenge,2014,,Action,
Selena,1997,,Music,
Paddington 2,2017,,Adventure,
First Man,2018,,History,
Step Up 2: The Streets,2008,,Music,
The Transporter,2002,,Action,
13 Going on 30,2004,,Comedy,
Fantastic Four,2005,,Action,
A Gruta,2020,,Horror,
Baby's Day Out,1994,,Family,
An American Tail: Fievel Goes West,1991,,Adventure,
Friday the 13th Part III,1982,,Horror,
The Peanuts Movie,2015,,Adventure,
Click,2006,,Comedy,
Teen Titans Go! To the Movies,2018,,Animation,
Captain Underpants: The First Epic Movie,2017,,Family,
Sand Castle,2017,,War,
The Northman,2022,,Action,
Instant Family,2018,,Comedy,
Killers,2010,,Action,
Bram Stoker's Dracula,1992,,Romance,
The Hills Have Eyes 2,2007,,Horror,
Peter Rabbit,2018,,Animation,
Dr. Strange,1978,,TV Movie,
Togo,2019,,Adventure,
The Truman Show,1998,,Comedy,
The Edge of Seventeen,2016,,Comedy,
Lamb,2021,,Drama,
Underworld: Rise of the Lycans,2009,,Fantasy,
Only the Brave,2017,,Drama,
The Invisible Man,2020,,Thriller,
RoboCop 2,1990,,Action,
Mission: Impossible III,2006,,Adventure,
Stonehearst Asylum,2014,,Thriller,
Step Up Revolution,2012,,Music,
The Thing,1982,,Horror,
Over the Hedge,2006,,Family,
Robinson Crusoe,2016,,Animation,
USS Indianapolis: Men of Courage,2016,,Action,
Blue Streak,1999,,Action,
Vacancy,2007,,Horror,
Batman Unmasked: The Psychology of the Dark Knight,2008,,Documentary,
xXx: State of the Union,2005,,Action,
Professor Marston and the Wonder Women,2017,,Drama,
Coach Carter,2005,,Drama,
Lady Bird,2017,,Drama,
The Wave,2015,,Thriller,
The Big Trip,2019,,Animation,
Dark Skies,2013,,Science Fiction,
Little Fockers,2010,,Comedy,
The Commuter,2018,,Action,
The Adventures of Tintin,2011,,Adventure,
GoldenEye,1995,,Adventure,
Charlie St. Cloud,2010,,Romance,
Clueless,1995,,Comedy,
The Bourne Identity,2002,,Action,
Die goldene Banane von Bad Porno,1971,,Comedy,
Flushed Away,2006,,Adventure,
Horrible Bosses 2,2014,,Comedy,
The Fourth Kind,2009,,Mystery,
The Last Letter From Your Lover,2021,,Drama,
The Hunt,2020,,Action,
The Cover,2021,,Comedy,
Scars,2005,,Drama,
Interview with the Vampire,1994,,Horror,
The Raven,2012,,Crime,
Batman vs. Teenage Mutant Ninja Turtles,2019,,Animation,
90 Minutes in Heaven,2015,,Drama,
Run and Gun,2022,,Action,
The Hunchback of Notre Dame II,2002,,Animation,
A Cinderella Story,2004,,Comedy,
Hook,1991,,Adventure,
Wizards of Waverly Place: The Movie,2009,,Family,
12 Angry Men,1957,,Drama,
Inkheart,2008,,Adventure,
The Girl on the Mountain,2022,,Thriller,
Eden Lake,2008,,Horror,
Green Lantern: First Flight,2009,,Action,
Identity Thief,2013,,Comedy,
Ghost,1990,,Fantasy,
Run Hide Fight,2020,,Action,
28 Weeks Later,2007,,Horror,
The Prestige,2006,,Drama,
Midnight Sun,2018,,Romance,
Gone in Sixty Seconds,2000,,Action,
Fallen,2016,,Drama,
The Shape of Water,2017,,Drama,
Ben 10: Race Against Time,2008,,Action,
Daddy's Home 2,2017,,Comedy,
The Babadook,2014,,Drama,
The One,2001,,Action,
The Possession of Hannah Grace,2018,,Horror,
The Age of Adaline,2015,,Romance,
