movie_name,award_year,award_category,award_winner
Henry Browne,1943-01-01,DOCUMENTARY,False
 Farmer,1943-01-01,DOCUMENTARY,False
High over the Borders,1943-01-01,DOCUMENTARY,False
High Stakes in the East,1943-01-01,DOCUMENTARY,False
Inside Fighting China,1943-01-01,DOCUMENTARY,False
It's Everybody's War,1943-01-01,DOCUMENTARY,False
Kokoda Front Line!,1943-01-01,DOCUMENTARY,True
Listen to Britain,1943-01-01,DOCUMENTARY,False
Little Belgium,1943-01-01,DOCUMENTARY,False
Little Isles of Freedom,1943-01-01,DOCUMENTARY,False
Mr. Blabbermouth!,1943-01-01,DOCUMENTARY,False
Mr. Gardenia Jones,1943-01-01,DOCUMENTARY,False
Moscow Strikes Back,1943-01-01,DOCUMENTARY,True
The New Spirit,1943-01-01,DOCUMENTARY,False
Prelude to War,1943-01-01,DOCUMENTARY,True
The Price of Victory,1943-01-01,DOCUMENTARY,False
A Ship Is Born,1943-01-01,DOCUMENTARY,False
Twenty-One Miles,1943-01-01,DOCUMENTARY,False
We Refuse to Die,1943-01-01,DOCUMENTARY,False
White Eagle,1943-01-01,DOCUMENTARY,False
Winning Your Wings,1943-01-01,DOCUMENTARY,False
Bambi,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Corsican Brothers,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Flying Tigers,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Gold Rush,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
I Married a Witch,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Joan of Paris,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Klondike Fury,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
To Be or Not to Be,1943-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Flying with Music,1943-01-01,MUSIC (Scoring of a Musical Picture),False
For Me and My Gal,1943-01-01,MUSIC (Scoring of a Musical Picture),False
Holiday Inn,1943-01-01,MUSIC (Scoring of a Musical Picture),False
It Started with Eve,1943-01-01,MUSIC (Scoring of a Musical Picture),False
Johnny Doughboy,1943-01-01,MUSIC (Scoring of a Musical Picture),False
You Were Never Lovelier,1943-01-01,MUSIC (Scoring of a Musical Picture),False
Always in My Heart,1943-01-01,MUSIC (Song),False
Babes on Broadway,1943-01-01,MUSIC (Song),False
Youth on Parade,1943-01-01,MUSIC (Song),False
Orchestra Wives,1943-01-01,MUSIC (Song),False
Hellzapoppin',1943-01-01,MUSIC (Song),False
The Mayor of 44th Street,1943-01-01,MUSIC (Song),False
The Invaders,1943-01-01,OUTSTANDING MOTION PICTURE,False
All Out for 'V',1943-01-01,SHORT SUBJECT (Cartoon),False
Blitz Wolf,1943-01-01,SHORT SUBJECT (Cartoon),False
Der Fuehrer's Face,1943-01-01,SHORT SUBJECT (Cartoon),True
Juke Box Jamboree,1943-01-01,SHORT SUBJECT (Cartoon),False
Pigs in a Polka,1943-01-01,SHORT SUBJECT (Cartoon),False
Tulips Shall Grow,1943-01-01,SHORT SUBJECT (Cartoon),False
Desert Wonderland,1943-01-01,SHORT SUBJECT (One-reel),False
Marines in the Making,1943-01-01,SHORT SUBJECT (One-reel),False
Speaking of Animals and Their Families,1943-01-01,SHORT SUBJECT (One-reel),True
United States Marine Band,1943-01-01,SHORT SUBJECT (One-reel),False
Beyond the Line of Duty,1943-01-01,SHORT SUBJECT (Two-reel),True
Don't Talk,1943-01-01,SHORT SUBJECT (Two-reel),False
Private Smith of the U.S.A.,1943-01-01,SHORT SUBJECT (Two-reel),False
Friendly Enemies,1943-01-01,SOUND RECORDING,False
Once upon a Honeymoon,1943-01-01,SOUND RECORDING,False
Road to Morocco,1943-01-01,SOUND RECORDING,False
Desperate Journey,1943-01-01,SPECIAL EFFECTS,False
Invisible Agent,1943-01-01,SPECIAL EFFECTS,False
The Navy Comes Through,1943-01-01,SPECIAL EFFECTS,False
One of Our Aircraft Is Missing,1943-01-01,SPECIAL EFFECTS,False
The War against Mrs. Hadley,1943-01-01,WRITING (Original Screenplay),False
Madame Curie,1944-01-01,ACTOR,False
The Human Comedy,1944-01-01,ACTOR,False
Sahara,1944-01-01,ACTOR IN A SUPPORTING ROLE,False
The Constant Nymph,1944-01-01,ACTRESS,False
So Proudly We Hail!,1944-01-01,ACTRESS IN A SUPPORTING ROLE,False
Five Graves to Cairo,1944-01-01,ART DIRECTION (Black-and-White),False
Flight for Freedom,1944-01-01,ART DIRECTION (Black-and-White),False
Mission to Moscow,1944-01-01,ART DIRECTION (Black-and-White),False
The North Star,1944-01-01,ART DIRECTION (Black-and-White),False
The Gang's All Here,1944-01-01,ART DIRECTION (Color),False
Phantom of the Opera,1944-01-01,ART DIRECTION (Color),True
This Is the Army,1944-01-01,ART DIRECTION (Color),False
Thousands Cheer,1944-01-01,ART DIRECTION (Color),False
Air Force,1944-01-01,CINEMATOGRAPHY (Black-and-White),False
Corvette K-225,1944-01-01,CINEMATOGRAPHY (Black-and-White),False
Heaven Can Wait,1944-01-01,CINEMATOGRAPHY (Color),False
Hello,1944-01-01,CINEMATOGRAPHY (Color),False
 Frisco,1944-01-01,CINEMATOGRAPHY (Color),False
 Hello,1944-01-01,CINEMATOGRAPHY (Color),False
Lassie Come Home,1944-01-01,CINEMATOGRAPHY (Color),False
Baptism of Fire,1944-01-01,DOCUMENTARY (Feature),False
The Battle of Russia,1944-01-01,DOCUMENTARY (Feature),False
Desert Victory,1944-01-01,DOCUMENTARY (Feature),True
For God and Country,1944-01-01,DOCUMENTARY (Feature),False
Report from the Aleutians,1944-01-01,DOCUMENTARY (Feature),False
Silent Village,1944-01-01,DOCUMENTARY (Feature),False
War Department Report,1944-01-01,DOCUMENTARY (Feature),False
We've Come a Long,1944-01-01,DOCUMENTARY (Feature),False
 Long Way,1944-01-01,DOCUMENTARY (Feature),False
Bismarck Convoy Smashed,1944-01-01,DOCUMENTARY (Short Subject),False
Children of Mars,1944-01-01,DOCUMENTARY (Short Subject),False
Day of Battle,1944-01-01,DOCUMENTARY (Short Subject),False
December 7th,1944-01-01,DOCUMENTARY (Short Subject),True
The Dutch Tradition,1944-01-01,DOCUMENTARY (Short Subject),False
Kill or Be Killed,1944-01-01,DOCUMENTARY (Short Subject),False
The Labor Front,1944-01-01,DOCUMENTARY (Short Subject),False
Land of My Mother,1944-01-01,DOCUMENTARY (Short Subject),False
Letter from Livingston,1944-01-01,DOCUMENTARY (Short Subject),False
Life Line,1944-01-01,DOCUMENTARY (Short Subject),False
Plan for Destruction,1944-01-01,DOCUMENTARY (Short Subject),False
The Rear Gunner,1944-01-01,DOCUMENTARY (Short Subject),False
Servant of a Nation,1944-01-01,DOCUMENTARY (Short Subject),False
Swedes in America,1944-01-01,DOCUMENTARY (Short Subject),False
Task Force,1944-01-01,DOCUMENTARY (Short Subject),False
To the People of the United States,1944-01-01,DOCUMENTARY (Short Subject),False
Tomorrow We Fly,1944-01-01,DOCUMENTARY (Short Subject),False
The Voice That Thrilled the World,1944-01-01,DOCUMENTARY (Short Subject),False
Water--Friend or Enemy,1944-01-01,DOCUMENTARY (Short Subject),False
Wings Up,1944-01-01,DOCUMENTARY (Short Subject),False
Youth in Crisis,1944-01-01,DOCUMENTARY (Short Subject),False
The Amazing Mrs. Holliday,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Commandos Strike at Dawn,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Fallen Sparrow,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Hangmen Also Die,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Hi Diddle Diddle,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
In Old Oklahoma,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Johnny Come Lately,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Kansan,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Lady of Burlesque,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Moon and Sixpence,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Victory through Air Power,1944-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Coney Island,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Hit Parade of 1943,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Saludos Amigos,1944-01-01,MUSIC (Scoring of a Musical Picture),False
The Sky's the Limit,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Something to Shout About,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Stage Door Canteen,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Star Spangled Rhythm,1944-01-01,MUSIC (Scoring of a Musical Picture),False
Cabin in the Sky,1944-01-01,MUSIC (Song),False
Hers to Hold,1944-01-01,MUSIC (Song),False
Thank Your Lucky Stars,1944-01-01,MUSIC (Song),False
In Which We Serve,1944-01-01,OUTSTANDING MOTION PICTURE,False
The Ox-Bow Incident,1944-01-01,OUTSTANDING MOTION PICTURE,False
The Dizzy Acrobat,1944-01-01,SHORT SUBJECT (Cartoon),False
The 500 Hats of Bartholomew Cubbins,1944-01-01,SHORT SUBJECT (Cartoon),False
Greetings Bait!,1944-01-01,SHORT SUBJECT (Cartoon),False
Imagination,1944-01-01,SHORT SUBJECT (Cartoon),False
Reason and Emotion,1944-01-01,SHORT SUBJECT (Cartoon),False
Yankee Doodle Mouse,1944-01-01,SHORT SUBJECT (Cartoon),True
Amphibious Fighters,1944-01-01,SHORT SUBJECT (One-reel),True
Cavalcade of Dance with Veloz and Yolanda,1944-01-01,SHORT SUBJECT (One-reel),False
Champions Carry On,1944-01-01,SHORT SUBJECT (One-reel),False
Hollywood in Uniform,1944-01-01,SHORT SUBJECT (One-reel),False
Seeing Hands,1944-01-01,SHORT SUBJECT (One-reel),False
Heavenly Music,1944-01-01,SHORT SUBJECT (Two-reel),True
Letter to a Hero,1944-01-01,SHORT SUBJECT (Two-reel),False
Mardi Gras,1944-01-01,SHORT SUBJECT (Two-reel),False
Women at War,1944-01-01,SHORT SUBJECT (Two-reel),False
Riding High,1944-01-01,SOUND RECORDING,False
So This Is Washington,1944-01-01,SOUND RECORDING,False
This Land Is Mine,1944-01-01,SOUND RECORDING,True
Bombardier,1944-01-01,SPECIAL EFFECTS,False
Crash Dive,1944-01-01,SPECIAL EFFECTS,True
Stand By for Action,1944-01-01,SPECIAL EFFECTS,False
Action in the North Atlantic,1944-01-01,WRITING (Original Motion Picture Story),False
Destination Tokyo,1944-01-01,WRITING (Original Motion Picture Story),False
Shadow of a Doubt,1944-01-01,WRITING (Original Motion Picture Story),False
Princess O'Rourke,1944-01-01,WRITING (Original Screenplay),True
Holy Matrimony,1944-01-01,WRITING (Screenplay),False
Wilson,1945-01-01,ACTOR,False
The Seventh Cross,1945-01-01,ACTOR IN A SUPPORTING ROLE,False
Mr. Skeffington,1945-01-01,ACTOR IN A SUPPORTING ROLE,False
Laura,1945-01-01,ACTOR IN A SUPPORTING ROLE,False
Since You Went Away,1945-01-01,ACTOR IN A SUPPORTING ROLE,False
Mrs. Parkington,1945-01-01,ACTRESS,False
Double Indemnity,1945-01-01,ACTRESS,False
Dragon Seed,1945-01-01,ACTRESS IN A SUPPORTING ROLE,False
Address Unknown,1945-01-01,ART DIRECTION (Black-and-White),False
The Adventures of Mark Twain,1945-01-01,ART DIRECTION (Black-and-White),False
Casanova Brown,1945-01-01,ART DIRECTION (Black-and-White),False
No Time for Love,1945-01-01,ART DIRECTION (Black-and-White),False
Song of the Open Road,1945-01-01,ART DIRECTION (Black-and-White),False
Step Lively,1945-01-01,ART DIRECTION (Black-and-White),False
The Climax,1945-01-01,ART DIRECTION (Color),False
Cover Girl,1945-01-01,ART DIRECTION (Color),False
The Desert Song,1945-01-01,ART DIRECTION (Color),False
Kismet,1945-01-01,ART DIRECTION (Color),False
Lady in the Dark,1945-01-01,ART DIRECTION (Color),False
The Princess and the Pirate,1945-01-01,ART DIRECTION (Color),False
Lifeboat,1945-01-01,CINEMATOGRAPHY (Black-and-White),False
Thirty Seconds over Tokyo,1945-01-01,CINEMATOGRAPHY (Black-and-White),False
The Uninvited,1945-01-01,CINEMATOGRAPHY (Black-and-White),False
The White Cliffs of Dover,1945-01-01,CINEMATOGRAPHY (Black-and-White),False
Home in Indiana,1945-01-01,CINEMATOGRAPHY (Color),False
Meet Me in St. Louis,1945-01-01,CINEMATOGRAPHY (Color),False
The Fighting Lady,1945-01-01,DOCUMENTARY (Feature),True
Resisting Enemy Interrogation,1945-01-01,DOCUMENTARY (Feature),False
Arturo Toscanini,1945-01-01,DOCUMENTARY (Short Subject),False
New Americans,1945-01-01,DOCUMENTARY (Short Subject),False
With the Marines at Tarawa,1945-01-01,DOCUMENTARY (Short Subject),True
Janie,1945-01-01,FILM EDITING,False
The Bridge of San Luis Rey,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Christmas Holiday,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Fighting Seabees,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Hairy Ape,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
It Happened Tomorrow,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Jack London,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Summer Storm,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Three Russian Girls,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Up in Mabel's Room,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Voice in the Wind,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Woman of the Town,1945-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Brazil,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Higher and Higher,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Hollywood Canteen,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Irish Eyes Are Smiling,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Knickerbocker Holiday,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Lady,1945-01-01,MUSIC (Scoring of a Musical Picture),False
 Let's Dance,1945-01-01,MUSIC (Scoring of a Musical Picture),False
The Merry Monahans,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Minstrel Man,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Sensations of 1945,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Up in Arms,1945-01-01,MUSIC (Scoring of a Musical Picture),False
Follow the Boys,1945-01-01,MUSIC (Song),False
Sweet and Low-Down,1945-01-01,MUSIC (Song),False
And to Think I Saw It on Mulberry Street,1945-01-01,SHORT SUBJECT (Cartoon),False
Dog,1945-01-01,SHORT SUBJECT (Cartoon),False
 Cat and Canary,1945-01-01,SHORT SUBJECT (Cartoon),False
Fish Fry,1945-01-01,SHORT SUBJECT (Cartoon),False
How to Play Football,1945-01-01,SHORT SUBJECT (Cartoon),False
Mouse Trouble,1945-01-01,SHORT SUBJECT (Cartoon),True
My Boy Johnny,1945-01-01,SHORT SUBJECT (Cartoon),False
Swooner Crooner,1945-01-01,SHORT SUBJECT (Cartoon),False
Blue Grass Gentlemen,1945-01-01,SHORT SUBJECT (One-reel),False
Jammin' the Blues,1945-01-01,SHORT SUBJECT (One-reel),False
Movie Pests,1945-01-01,SHORT SUBJECT (One-reel),False
Screen Snapshots' 50th Anniversary of Motion Pictures,1945-01-01,SHORT SUBJECT (One-reel),False
Who's Who in Animal Land,1945-01-01,SHORT SUBJECT (One-reel),True
Bombalera,1945-01-01,SHORT SUBJECT (Two-reel),False
I Won't Play,1945-01-01,SHORT SUBJECT (Two-reel),True
Main Street Today,1945-01-01,SHORT SUBJECT (Two-reel),False
His Butler's Sister,1945-01-01,SOUND RECORDING,False
Music in Manhattan,1945-01-01,SOUND RECORDING,False
Days of Glory,1945-01-01,SPECIAL EFFECTS,False
Secret Command,1945-01-01,SPECIAL EFFECTS,False
The Story of Dr. Wassell,1945-01-01,SPECIAL EFFECTS,False
A Guy Named Joe,1945-01-01,WRITING (Original Motion Picture Story),False
None Shall Escape,1945-01-01,WRITING (Original Motion Picture Story),False
The Sullivans,1945-01-01,WRITING (Original Motion Picture Story),False
Hail the Conquering Hero,1945-01-01,WRITING (Original Screenplay),False
The Miracle of Morgan's Creek,1945-01-01,WRITING (Original Screenplay),False
Two Girls and a Sailor,1945-01-01,WRITING (Original Screenplay),False
Wing and a Prayer,1945-01-01,WRITING (Original Screenplay),False
The Bells of St. Mary's,1946-01-01,ACTOR,False
Anchors Aweigh,1946-01-01,ACTOR,False
The Keys of the Kingdom,1946-01-01,ACTOR,False
A Song to Remember,1946-01-01,ACTOR,False
Spellbound,1946-01-01,ACTOR IN A SUPPORTING ROLE,False
The Corn Is Green,1946-01-01,ACTOR IN A SUPPORTING ROLE,False
G. I. Joe,1946-01-01,ACTOR IN A SUPPORTING ROLE,False
A Medal for Benny,1946-01-01,ACTOR IN A SUPPORTING ROLE,False
The Valley of Decision,1946-01-01,ACTRESS,False
Love Letters,1946-01-01,ACTRESS,False
Leave Her to Heaven,1946-01-01,ACTRESS,False
The Picture of Dorian Gray,1946-01-01,ACTRESS IN A SUPPORTING ROLE,False
Blood on the Sun,1946-01-01,ART DIRECTION (Black-and-White),True
Experiment Perilous,1946-01-01,ART DIRECTION (Black-and-White),False
Frenchman's Creek,1946-01-01,ART DIRECTION (Color),True
San Antonio,1946-01-01,ART DIRECTION (Color),False
A Thousand and One Nights,1946-01-01,ART DIRECTION (Color),False
The Spanish Main,1946-01-01,CINEMATOGRAPHY (Color),False
The Southerner,1946-01-01,DIRECTING,False
The Last Bomb,1946-01-01,DOCUMENTARY (Feature),False
The True Glory,1946-01-01,DOCUMENTARY (Feature),True
Hitler Lives?,1946-01-01,DOCUMENTARY (Short Subject),True
Library of Congress,1946-01-01,DOCUMENTARY (Short Subject),False
To the Shores of Iwo Jima,1946-01-01,DOCUMENTARY (Short Subject),False
Objective,1946-01-01,FILM EDITING,False
 Burma!,1946-01-01,FILM EDITING,False
Brewster's Millions,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Captain Kidd,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Enchanted Cottage,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Flame of Barbary Coast,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
G. I. Honeymoon,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Guest in the House,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Guest Wife,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Man Who Walked Alone,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Paris--Underground,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
This Love of Ours,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
The Woman in the Window,1946-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Belle of the Yukon,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Can't Help Singing,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Hitchhike to Happiness,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Incendiary Blonde,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Rhapsody in Blue,1946-01-01,MUSIC (Scoring of a Musical Picture),False
State Fair,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Sunbonnet Sue,1946-01-01,MUSIC (Scoring of a Musical Picture),False
The Three Caballeros,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Tonight and Every Night,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Why Girls Leave Home,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Wonder Man,1946-01-01,MUSIC (Scoring of a Musical Picture),False
Here Come the Waves,1946-01-01,MUSIC (Song),False
Earl Carroll Vanities,1946-01-01,MUSIC (Song),False
Sing Your Way Home,1946-01-01,MUSIC (Song),False
Donald's Crime,1946-01-01,SHORT SUBJECT (Cartoon),False
Jasper and the Beanstalk,1946-01-01,SHORT SUBJECT (Cartoon),False
Life with Feathers,1946-01-01,SHORT SUBJECT (Cartoon),False
Mighty Mouse in Gypsy Life,1946-01-01,SHORT SUBJECT (Cartoon),False
The Poet and Peasant,1946-01-01,SHORT SUBJECT (Cartoon),False
Quiet Please!,1946-01-01,SHORT SUBJECT (Cartoon),True
Rippling Romance,1946-01-01,SHORT SUBJECT (Cartoon),False
Along the Rainbow Trail,1946-01-01,SHORT SUBJECT (One-reel),False
Screen Snapshots' 25th Anniversary,1946-01-01,SHORT SUBJECT (One-reel),False
Stairway to Light,1946-01-01,SHORT SUBJECT (One-reel),True
Story of a Dog,1946-01-01,SHORT SUBJECT (One-reel),False
White Rhapsody,1946-01-01,SHORT SUBJECT (One-reel),False
Your National Gallery,1946-01-01,SHORT SUBJECT (One-reel),False
A Gun in His Hand,1946-01-01,SHORT SUBJECT (Two-reel),False
The Jury Goes Round 'N' Round,1946-01-01,SHORT SUBJECT (Two-reel),False
The Little Witch,1946-01-01,SHORT SUBJECT (Two-reel),False
Star in the Night,1946-01-01,SHORT SUBJECT (Two-reel),True
Lady on a Train,1946-01-01,SOUND RECORDING,False
They Were Expendable,1946-01-01,SOUND RECORDING,False
Three Is a Family,1946-01-01,SOUND RECORDING,False
The Unseen,1946-01-01,SOUND RECORDING,False
Captain Eddie,1946-01-01,SPECIAL EFFECTS,False
The Affairs of Susan,1946-01-01,WRITING (Original Motion Picture Story),False
The House on 92nd Street,1946-01-01,WRITING (Original Motion Picture Story),True
Dillinger,1946-01-01,WRITING (Original Screenplay),False
Marie-Louise,1946-01-01,WRITING (Original Screenplay),True
Music for Millions,1946-01-01,WRITING (Original Screenplay),False
Salty O'Rourke,1946-01-01,WRITING (Original Screenplay),False
What Next,1946-01-01,WRITING (Original Screenplay),False
 Corporal Hargrove?,1946-01-01,WRITING (Original Screenplay),False
Pride of the Marines,1946-01-01,WRITING (Screenplay),False
Henry V,1947-01-01,ACTOR,False
The Jolson Story,1947-01-01,ACTOR,False
The Yearling,1947-01-01,ACTOR,False
It's a Wonderful Life,1947-01-01,ACTOR,False
The Green Years,1947-01-01,ACTOR IN A SUPPORTING ROLE,False
Notorious,1947-01-01,ACTOR IN A SUPPORTING ROLE,False
Brief Encounter,1947-01-01,ACTRESS,False
Duel in the Sun,1947-01-01,ACTRESS,False
Sister Kenny,1947-01-01,ACTRESS,False
The Spiral Staircase,1947-01-01,ACTRESS IN A SUPPORTING ROLE,False
Saratoga Trunk,1947-01-01,ACTRESS IN A SUPPORTING ROLE,False
Anna and the King of Siam,1947-01-01,ACTRESS IN A SUPPORTING ROLE,False
Kitty,1947-01-01,ART DIRECTION (Black-and-White),False
Caesar and Cleopatra,1947-01-01,ART DIRECTION (Color),False
The Killers,1947-01-01,DIRECTING,False
Atomic Power,1947-01-01,DOCUMENTARY (Short Subject),False
Life at the Zoo,1947-01-01,DOCUMENTARY (Short Subject),False
Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947),1947-01-01,DOCUMENTARY (Short Subject),False
Seeds of Destiny,1947-01-01,DOCUMENTARY (Short Subject),True
Traffic with the Devil,1947-01-01,DOCUMENTARY (Short Subject),False
Humoresque,1947-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Blue Skies,1947-01-01,MUSIC (Scoring of a Musical Picture),False
Centennial Summer,1947-01-01,MUSIC (Scoring of a Musical Picture),False
The Harvey Girls,1947-01-01,MUSIC (Scoring of a Musical Picture),False
Night and Day,1947-01-01,MUSIC (Scoring of a Musical Picture),False
The Dolly Sisters,1947-01-01,MUSIC (Song),False
Canyon Passage,1947-01-01,MUSIC (Song),False
The Cat Concerto,1947-01-01,SHORT SUBJECT (Cartoon),True
Chopin's Musical Moments,1947-01-01,SHORT SUBJECT (Cartoon),False
John Henry and the Inky Poo,1947-01-01,SHORT SUBJECT (Cartoon),False
Squatter's Rights,1947-01-01,SHORT SUBJECT (Cartoon),False
Walky Talky Hawky,1947-01-01,SHORT SUBJECT (Cartoon),False
Dive-Hi Champs,1947-01-01,SHORT SUBJECT (One-reel),False
Facing Your Danger,1947-01-01,SHORT SUBJECT (One-reel),True
Golden Horses,1947-01-01,SHORT SUBJECT (One-reel),False
Smart as a Fox,1947-01-01,SHORT SUBJECT (One-reel),False
Sure Cures,1947-01-01,SHORT SUBJECT (One-reel),False
A Boy and His Dog,1947-01-01,SHORT SUBJECT (Two-reel),True
College Queen,1947-01-01,SHORT SUBJECT (Two-reel),False
Hiss and Yell,1947-01-01,SHORT SUBJECT (Two-reel),False
The Luckiest Guy in the World,1947-01-01,SHORT SUBJECT (Two-reel),False
Blithe Spirit,1947-01-01,SPECIAL EFFECTS,True
A Stolen Life,1947-01-01,SPECIAL EFFECTS,False
The Dark Mirror,1947-01-01,WRITING (Original Motion Picture Story),False
The Strange Love of Martha Ivers,1947-01-01,WRITING (Original Motion Picture Story),False
The Stranger,1947-01-01,WRITING (Original Motion Picture Story),False
Vacation from Marriage,1947-01-01,WRITING (Original Motion Picture Story),True
The Blue Dahlia,1947-01-01,WRITING (Original Screenplay),False
Children of Paradise,1947-01-01,WRITING (Original Screenplay),False
Road to Utopia,1947-01-01,WRITING (Original Screenplay),False
The Seventh Veil,1947-01-01,WRITING (Original Screenplay),True
Open City,1947-01-01,WRITING (Screenplay),False
Body and Soul,1948-01-01,ACTOR,False
Life with Father,1948-01-01,ACTOR,False
Mourning Becomes Electra,1948-01-01,ACTOR,False
Ride the Pink Horse,1948-01-01,ACTOR IN A SUPPORTING ROLE,False
Crossfire,1948-01-01,ACTOR IN A SUPPORTING ROLE,False
Kiss of Death,1948-01-01,ACTOR IN A SUPPORTING ROLE,False
Possessed,1948-01-01,ACTRESS,False
Smash-Up--The Story of a Woman,1948-01-01,ACTRESS,False
The Paradine Case,1948-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Egg and I,1948-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Foxes of Harrow,1948-01-01,ART DIRECTION (Black-and-White),False
Great Expectations,1948-01-01,ART DIRECTION (Black-and-White),True
Black Narcissus,1948-01-01,ART DIRECTION (Color),True
The Ghost and Mrs. Muir,1948-01-01,CINEMATOGRAPHY (Black-and-White),False
Green Dolphin Street,1948-01-01,CINEMATOGRAPHY (Black-and-White),False
Mother Wore Tights,1948-01-01,CINEMATOGRAPHY (Color),False
The Bishop's Wife,1948-01-01,DIRECTING,False
Design for Death,1948-01-01,DOCUMENTARY (Feature),True
Journey into Medicine,1948-01-01,DOCUMENTARY (Feature),False
The World Is Rich,1948-01-01,DOCUMENTARY (Feature),False
First Steps,1948-01-01,DOCUMENTARY (Short Subject),True
Passport to Nowhere,1948-01-01,DOCUMENTARY (Short Subject),False
School in the Mailbox,1948-01-01,DOCUMENTARY (Short Subject),False
Odd Man Out,1948-01-01,FILM EDITING,False
Captain from Castile,1948-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Forever Amber,1948-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),False
Fiesta,1948-01-01,MUSIC (Scoring of a Musical Picture),False
My Wild Irish Rose,1948-01-01,MUSIC (Scoring of a Musical Picture),False
Road to Rio,1948-01-01,MUSIC (Scoring of a Musical Picture),False
Song of the South,1948-01-01,MUSIC (Scoring of a Musical Picture),False
The Time,1948-01-01,MUSIC (Song),False
 the Place and the Girl,1948-01-01,MUSIC (Song),False
