movie_name,movie_date,movie_rating,movie_genre,movie_censor,budget,revenue
On the Road,2012-01-01,6.0,Adventure,R,,
Bridget Jones: The Edge of Reason,2004-01-01,6.0,Comedy,UA,,
Shallow Hal,2001-01-01,6.0,Comedy,UA,25100000.0,
Never Been Kissed,1999-01-01,6.0,Comedy,UA,,
Pushing Tin,1999-01-01,6.0,Comedy,A,,
Hope Floats,1998-01-01,6.0,Drama,UA,,
The Indian in the Cupboard,1995-01-01,6.0,Drama,U,175000000.0,
Indecent Proposal,1993-01-01,6.0,Drama,A,,
Free Willy,1993-01-01,6.0,Adventure,PG,25100000.0,
Step Up All In,2014-01-01,5.9,Drama,UA,175000000.0,
Into the Woods,2014-01-01,5.9,Adventure,PG,25100000.0,
Victor Frankenstein,2015-01-01,5.9,Drama,PG-13,,
Rock of Ages,2012-01-01,5.9,Comedy,A,,
Gehraiyaan,2022-01-01,5.9,Drama,A,,
The Prom,2020-01-01,5.9,Comedy,13,,
Georgia Rule,2007-01-01,5.9,Comedy,R,,
Catch and Release,2006-01-01,5.9,Comedy,PG-13,,
Dirty Dancing: Havana Nights,2004-01-01,5.9,Drama,PG-13,,
Drumline,2002-01-01,5.9,Comedy,PG-13,,
Joe Dirt,2001-01-01,5.9,Adventure,U,,
Captain Corelli's Mandolin,2001-01-01,5.9,Drama,R,,
Drop Dead Fred,1991-01-01,5.9,Comedy,U,58000000.0,
Cocktail,1988-01-01,5.9,Comedy,A,,
Cocktail,1988-01-01,5.9,Comedy,A,,
Nine 1/2 Weeks,1986-01-01,5.9,Drama,A,25100000.0,
Home Again,2017-01-01,5.8,Comedy,UA,,
The Cobbler,2014-01-01,5.8,Comedy,PG-13,,
Sierra Burgess Is a Loser,2018-01-01,5.8,Comedy,PG-13,,
Second Act,2018-01-01,5.8,Comedy,A,16000000.0,
Carrie,2013-01-01,5.8,Drama,A,,
Carrie,2013-01-01,5.8,Drama,A,,
Carrie,2013-01-01,5.8,Drama,A,,
The Guilt Trip,2012-01-01,5.8,Comedy,PG-13,,
To the Wonder,2012-01-01,5.8,Drama,R,25100000.0,
The Divide,2011-01-01,5.8,Drama,R,,
Table 19,2017-01-01,5.8,Comedy,PG-13,,
Downsizing,2017-01-01,5.8,Drama,A,25100000.0,
Spread,2009-01-01,5.8,Comedy,R,,
Footloose,2011-01-01,5.8,Comedy,U,,
Footloose,2011-01-01,5.8,Comedy,U,,
Nine,2009-01-01,5.8,Drama,A,,
The Wolfman,2010-01-01,5.8,Drama,R,,
A Thousand Words,2012-01-01,5.8,Comedy,U,25100000.0,
Something Borrowed,2011-01-01,5.8,Comedy,PG-13,,
Goal II: Living the Dream,2007-01-01,5.8,Adventure,PG-13,,
The Break-Up,2006-01-01,5.8,Comedy,UA,175000000.0,
Friends with Money,2006-01-01,5.8,Comedy,R,,
Open Water,2003-01-01,5.8,Adventure,U,25100000.0,
What a Girl Wants,2003-01-01,5.8,Comedy,U,25100000.0,
Ken Park,2002-01-01,5.8,Drama,Not Rated,,
Babe: Pig in the City,1998-01-01,5.8,Adventure,Not Rated,,
54,1998-01-01,5.8,Drama,R,,
Jack,1996-01-01,5.8,Comedy,PG-13,30000000.0,
The Blue Lagoon,1980-01-01,5.8,Adventure,A,,
Salò o le 120 giornate di Sodoma,1975-01-01,5.8,Drama,A,,
Child's Play,2019-01-01,5.7,Drama,A,,
Child's Play,2019-01-01,5.7,Drama,A,,
Aftermath,2017-01-01,5.7,Drama,R,,
Admission,2013-01-01,5.7,Comedy,PG-13,,
What to Expect When You're Expecting,2012-01-01,5.7,Comedy,A,25100000.0,
Persuasion,2022-01-01,5.7,Drama,UA 7+,,
Death at a Funeral,2010-01-01,5.7,Comedy,R,,
Death at a Funeral,2010-01-01,5.7,Comedy,R,,
Sex and the City,2008-01-01,5.7,Comedy,UA,,
Four Christmases,2008-01-01,5.7,Comedy,UA,,
Blue Crush,2002-01-01,5.7,Drama,UA,,
Friday After Next,2002-01-01,5.7,Comedy,R,,
Coyote Ugly,2000-01-01,5.7,Comedy,UA,45000000.0,
Michael,1996-01-01,5.7,Comedy,PG,,
Beethoven,1992-01-01,5.7,Comedy,U,,
Short Circuit 2,1988-01-01,5.7,Comedy,U,15000000.0,
The Marksman,2021-01-01,5.6,Drama,UA,,
Mother's Day,2016-01-01,5.6,Comedy,UA,,
47 Meters Down,2017-01-01,5.6,Adventure,UA,,
Magic Mike XXL,2015-01-01,5.6,Comedy,A,,
Knight of Cups,2015-01-01,5.6,Drama,R,175000000.0,
The Big Wedding,2013-01-01,5.6,Comedy,R,25100000.0,
Maggie,2015-01-01,5.6,Drama,PG-13,,
Mirror Mirror,2012-01-01,5.6,Adventure,U,,
Paranoia,2013-01-01,5.6,Drama,PG-13,,
The Midnight Sky,2020-01-01,5.6,Adventure,13,,
Love Happens,2009-01-01,5.6,Drama,PG-13,,
What Just Happened,2008-01-01,5.6,Comedy,R,25100000.0,
Autumn in New York,2000-01-01,5.6,Drama,U,,
Boomerang,1992-01-01,5.6,Comedy,A,,
The Bonfire of the Vanities,1990-01-01,5.6,Comedy,UA,47000000.0,
The Twilight Saga: Breaking Dawn - Part 2,2012-01-01,5.5,Adventure,UA,25100000.0,
House at the End of the Street,2012-01-01,5.5,Drama,PG-13,,
Beastly,2011-01-01,5.5,Drama,PG-13,17000000.0,
The Day the Earth Stood Still,2008-01-01,5.5,Adventure,U,,
The Day the Earth Stood Still,2008-01-01,5.5,Adventure,U,,
High-Rise,2015-01-01,5.5,Drama,R,,
Rumor Has It...,2005-01-01,5.5,Comedy,UA,,
Dreamcatcher,2003-01-01,5.5,Drama,A,,
Replicas,2018-01-01,5.4,Drama,PG-13,,
Unfinished Business,2015-01-01,5.4,Comedy,R,,
Unfinished Business,2015-01-01,5.4,Comedy,R,,
Stone,2010-01-01,5.4,Drama,R,10000000.0,
How Do You Know,2010-01-01,5.4,Comedy,PG-13,25100000.0,
Aloha,2015-01-01,5.4,Comedy,PG-13,,
Laal Singh Chaddha,2022-01-01,5.4,Comedy,UA,,
Stomp the Yard,2007-01-01,5.4,Drama,PG-13,,
Jack Frost,1998-01-01,5.4,Comedy,U,,
The Astronaut's Wife,1999-01-01,5.4,Drama,A,,
3 Men and a Little Lady,1990-01-01,5.4,Comedy,Not Rated,,
Radhe Shyam,2022-01-01,5.3,Drama,UA,,
The Silence,2019-01-01,5.3,Drama,16,19000000.0,
The Silence,2019-01-01,5.3,Drama,16,19000000.0,
The Silence,2019-01-01,5.3,Drama,16,19000000.0,
The Circle,2017-01-01,5.3,Drama,UA,,
After,2019-01-01,5.3,Drama,A,,
Annie,2014-01-01,5.3,Comedy,U,,
Annie,2014-01-01,5.3,Comedy,U,,
The Dilemma,2011-01-01,5.3,Comedy,UA,,
Twilight,2008-01-01,5.3,Drama,UA,25100000.0,
Twilight,2008-01-01,5.3,Drama,UA,25100000.0,
Honey,2003-01-01,5.3,Drama,U,,
Maid in Manhattan,2002-01-01,5.3,Comedy,A,,
Rocky V,1990-01-01,5.3,Drama,UA,1000000.0,
Zero,2018-01-01,5.2,Comedy,UA,,
Alvin and the Chipmunks,2007-01-01,5.2,Adventure,U,,
Queen of the Damned,2002-01-01,5.2,Drama,A,,
Spawn,1997-01-01,5.2,Action,A,25100000.0,
Pinocchio,2022-01-01,5.1,Adventure,U,,
Pinocchio,2022-01-01,5.1,Adventure,U,,
Pinocchio,2022-01-01,5.1,Adventure,U,,
Pinocchio,2022-01-01,5.1,Adventure,U,,
Toys,1992-01-01,5.1,Adventure,U,,
47 Meters Down: Uncaged,2019-01-01,5.0,Adventure,A,,
Dilwale,2015-01-01,5.0,Action,UA,25100000.0,
The Twilight Saga: Eclipse,2010-01-01,5.0,Action,UA,25100000.0,
Obsessed,2009-01-01,5.0,Drama,PG-13,,
After We Collided,2020-01-01,5.0,Drama,18,25100000.0,
The Happening,2008-01-01,5.0,Adventure,UA,,
Showgirls,1995-01-01,5.0,Drama,A,25100000.0,
Sliver,1993-01-01,5.0,Drama,A,,
The NeverEnding Story II: The Next Chapter,1990-01-01,5.0,Adventure,U,,
Knock Knock,2015-01-01,4.9,Drama,A,,
The Twilight Saga: Breaking Dawn - Part 1,2011-01-01,4.9,Adventure,A,25100000.0,
Did You Hear About the Morgans?,2009-01-01,4.9,Comedy,PG-13,,
High School Musical 3: Senior Year,2008-01-01,4.9,Comedy,U,,
Shamshera,2022-01-01,4.8,Action,UA,,
The Woman in Black 2: Angel of Death,2014-01-01,4.8,Drama,PG-13,,
Godsend,2004-01-01,4.8,Action,UA,,
Bharat,2019-01-01,4.7,Action,UA,,
IO,2019-01-01,4.7,Adventure,Not Rated,25000000.0,
Bodyguard,2011-01-01,4.7,Action,UA,,
In the Land of Blood and Honey,2011-01-01,4.7,Drama,R,,
The Twilight Saga: New Moon,2009-01-01,4.7,Adventure,UA,,
The Marine,2006-01-01,4.7,Action,PG-13,,
God's Not Dead,2014-01-01,4.6,Drama,PG,,
Driven,2001-01-01,4.6,Action,U,15000000.0,
Fifty Shades Freed,2018-01-01,4.5,Drama,18,,
Fifty Shades Darker,2017-01-01,4.5,Drama,A,,
Sex and the City 2,2010-01-01,4.5,Comedy,A,,
Hannah Montana: The Movie,2009-01-01,4.5,Comedy,Not Rated,,
The Butterfly Effect 2,2006-01-01,4.5,Drama,UA,,
The Next Karate Kid,1994-01-01,4.5,Action,U,,
LOL,2012-01-01,4.3,Comedy,A,,
Fifty Shades of Grey,2015-01-01,4.1,Drama,(Banned),,
You Got Served,2004-01-01,3.8,Drama,UA 16+,,
Krym,2017-01-01,3.7,Action,Not Rated,,
The Room,2003-01-01,3.6,Drama,UA,,
Mignonnes,2020-01-01,3.5,Drama,18+,,
Spy Kids 4: All the Time in the World,2011-01-01,3.5,Action,PG,,
Crossroads,2002-01-01,3.5,Comedy,PG-13,,
Crossroads,2002-01-01,3.5,Comedy,PG-13,,
365 dni,2020-01-01,3.3,Drama,A,,
Liger,2022-01-01,3.0,Action,UA,,
Cats,2019-01-01,2.8,Comedy,UA,,
Gunday,2014-01-01,2.6,Action,UA,,
Smolensk,2016-01-01,1.2,Drama,Not Rated,,
Sadak 2,2020-01-01,1.1,Action,15+,,
Le fabuleux destin d'Amélie Poulain,2001-01-01,8.3,Comedy,U,,
The Circus,1928-01-01,8.1,Comedy,Not Rated,,
G.O.R.A.,2004-01-01,8.0,Adventure,18,,
Annie Hall,1977-01-01,8.0,Comedy,A,,
Young Frankenstein,1974-01-01,8.0,Comedy,A,,
Roman Holiday,1953-01-01,8.0,Comedy,U,,
Shaun of the Dead,2004-01-01,7.9,Comedy,UA,4000000.0,
This Is Spinal Tap,1984-01-01,7.9,Comedy,Not Rated,,
A Christmas Story,1983-01-01,7.9,Comedy,U,,
The Philadelphia Story,1940-01-01,7.9,Comedy,Not Rated,,
Paddington 2,2017-01-01,7.8,Adventure,U,50000000.0,
Vicky Donor,2012-01-01,7.8,Comedy,UA,,
Back to the Future Part II,1989-01-01,7.8,Adventure,U,,
Ferris Bueller's Day Off,1986-01-01,7.8,Comedy,U,,
Le charme discret de la bourgeoisie,1972-01-01,7.8,Comedy,Not Rated,,
Mary Poppins,1964-01-01,7.8,Comedy,U,,
To Have and Have Not,1944-01-01,7.8,Adventure,PG,,
Bringing Up Baby,1938-01-01,7.8,Comedy,Not Rated,175000000.0,
A Night at the Opera,1935-01-01,7.8,Comedy,Not Rated,,
Duck Soup,1933-01-01,7.8,Comedy,Not Rated,175000000.0,
Midnight in Paris,2011-01-01,7.7,Comedy,PG-13,,
The Hangover,2009-01-01,7.7,Comedy,UA,,
Office Space,1999-01-01,7.7,Comedy,R,10000000.0,
Clerks,1994-01-01,7.7,Comedy,U,27575.0,
Home Alone,1990-01-01,7.7,Comedy,U,,
Evil Dead II,1987-01-01,7.7,Comedy,A,,
The Purple Rose of Cairo,1985-01-01,7.7,Comedy,U,,
The Goonies,1985-01-01,7.7,Adventure,U,,
Zelig,1983-01-01,7.7,Comedy,Not Rated,,
Airplane!,1980-01-01,7.7,Comedy,U,3500000.0,
Love and Death,1975-01-01,7.7,Comedy,Not Rated,,
What We Do in the Shadows,2014-01-01,7.6,Comedy,R,,
Superbad,2007-01-01,7.6,Comedy,A,175000000.0,
Le dîner de cons,1998-01-01,7.6,Comedy,PG-13,,
Dazed and Confused,1993-01-01,7.6,Comedy,U,,
The Muppet Movie,1979-01-01,7.6,Adventure,U,,
"Play It Again, Sam",1972-01-01,7.6,Comedy,Not Rated,,
Kelly's Heroes,1970-01-01,7.6,Adventure,U,23000000.0,
The Odd Couple,1968-01-01,7.6,Comedy,Not Rated,175000000.0,
Stree,2018-01-01,7.5,Comedy,UA,100000000.0,
Tucker and Dale vs Evil,2010-01-01,7.5,Comedy,R,,
"The Adventures of Priscilla, Queen of the Desert",1994-01-01,7.5,Comedy,U,,
Braindead,1992-01-01,7.5,Comedy,R,3000000.0,
National Lampoon's Christmas Vacation,1989-01-01,7.5,Comedy,U,,
Beetle Juice,1988-01-01,7.5,Comedy,UA,,
Trading Places,1983-01-01,7.5,Comedy,U,,
The Meaning of Life,1983-01-01,7.5,Comedy,Not Rated,,
An American Werewolf in London,1981-01-01,7.5,Comedy,A,,
And Now for Something Completely Different,1971-01-01,7.5,Comedy,Not Rated,,
The Producers,1967-01-01,7.5,Comedy,U,941000.0,
The Producers,1967-01-01,7.5,Comedy,U,941000.0,
The Producers,1967-01-01,7.5,Comedy,U,941000.0,
A Hard Day's Night,1964-01-01,7.5,Comedy,U,,
White Christmas,1954-01-01,7.5,Comedy,Not Rated,,
In the Loop,2009-01-01,7.4,Comedy,Not Rated,,
Best in Show,2000-01-01,7.4,Comedy,PG-13,25100000.0,
Galaxy Quest,1999-01-01,7.4,Adventure,PG,,
Waiting for Guffman,1996-01-01,7.4,Comedy,R,,
Army of Darkness,1992-01-01,7.4,Comedy,A,,
Radio Days,1987-01-01,7.4,Comedy,U,,
Broadway Danny Rose,1984-01-01,7.4,Comedy,Not Rated,25100000.0,
National Lampoon's Animal House,1978-01-01,7.4,Comedy,A,,
The Rocky Horror Picture Show,1975-01-01,7.4,Comedy,UA,1000000.0,
The Party,1968-01-01,7.4,Comedy,Not Rated,,
A.R.O.G,2008-01-01,7.3,Comedy,Not Rated,8500000.0,
Paddington,2014-01-01,7.3,Adventure,U,50000000.0,
Death at a Funeral,2007-01-01,7.3,Comedy,R,,
Death at a Funeral,2007-01-01,7.3,Comedy,R,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-01-01,7.3,Comedy,A,,
Clerks II,2006-01-01,7.3,Comedy,R,27575.0,
Waking Ned,1998-01-01,7.3,Comedy,PG,25100000.0,
Election,1999-01-01,7.3,Comedy,UA,10000000.0,
Deconstructing Harry,1997-01-01,7.3,Comedy,UA,,
Dumb and Dumber,1994-01-01,7.3,Comedy,UA,,
The Return of the Living Dead,1985-01-01,7.3,Comedy,A,4000000.0,
Gremlins,1984-01-01,7.3,Comedy,UA,,
National Lampoon's Vacation,1983-01-01,7.3,Adventure,U,,
The Gods Must Be Crazy,1980-01-01,7.3,Adventure,Not Rated,,
Hausu,1977-01-01,7.3,Comedy,Not Rated,,
School of Rock,2003-01-01,7.2,Comedy,Not Rated,35000000.0,
A Mighty Wind,2003-01-01,7.2,Comedy,PG-13,,
The Birdcage,1996-01-01,7.2,Comedy,A,,
Major League,1989-01-01,7.2,Comedy,U,,
The Lost Boys,1987-01-01,7.2,Comedy,UA,,
Re-Animator,1985-01-01,7.2,Comedy,A,,
Caddyshack,1980-01-01,7.2,Comedy,U,6000000.0,
Grease,1978-01-01,7.2,Comedy,A,6000000.0,
Ghostbusters: Afterlife,2021-01-01,7.1,Adventure,UA,30000000.0,
Le tout nouveau testament,2015-01-01,7.1,Comedy,Not Rated,,
Pitch Perfect,2012-01-01,7.1,Comedy,U,,
"Love, Rosie",2014-01-01,7.1,Comedy,UA,,
Booksmart,2019-01-01,7.1,Comedy,R,,
The Muppets,2011-01-01,7.1,Adventure,U,,
Whatever Works,2009-01-01,7.1,Comedy,PG-13,25100000.0,
Bienvenue chez les Ch'tis,2008-01-01,7.1,Comedy,Not Rated,,
The 40 Year Old Virgin,2005-01-01,7.1,Comedy,UA,,
Mean Girls,2004-01-01,7.1,Comedy,A,,
Anchorman: The Legend of Ron Burgundy,2004-01-01,7.1,Comedy,UA,,
Human Traffic,1999-01-01,7.1,Comedy,R,,
There's Something About Mary,1998-01-01,7.1,Comedy,A,,
The Frighteners,1996-01-01,7.1,Comedy,A,30000000.0,
Tommy Boy,1995-01-01,7.1,Adventure,U,,
Tremors,1990-01-01,7.1,Comedy,Not Rated,,
Pretty Woman,1990-01-01,7.1,Comedy,A,,
The Adventures of Baron Munchausen,1988-01-01,7.1,Adventure,U,,
The Adventures of Baron Munchausen,1988-01-01,7.1,Adventure,U,,
Coming to America,1988-01-01,7.1,Comedy,UA,,
Spaceballs,1987-01-01,7.1,Adventure,UA,,
Little Shop of Horrors,1986-01-01,7.1,Comedy,UA,,
Better Off Dead...,1985-01-01,7.1,Comedy,Not Rated,,
The Jerk,1979-01-01,7.1,Comedy,Not Rated,,
Sleeper,1973-01-01,7.1,Comedy,A,,
Dance of the Vampires,1967-01-01,7.1,Comedy,Not Rated,,
The Seven Year Itch,1955-01-01,7.1,Comedy,Not Rated,,
Gentlemen Prefer Blondes,1953-01-01,7.1,Comedy,Not Rated,,
Arif V 216,2018-01-01,7.0,Comedy,Not Rated,,
The Christmas Chronicles,2018-01-01,7.0,Adventure,7,,
Qu'est-ce qu'on a fait au bon Dieu?,2014-01-01,7.0,Comedy,Not Rated,,
Hundraåringen som klev ut genom fönstret och försvann,2013-01-01,7.0,Adventure,R,,
"I Love You, Man",2009-01-01,7.0,Comedy,A,,
Bhoot Police,2021-01-01,7.0,Comedy,UA 16+,,
Miss Pettigrew Lives for a Day,2008-01-01,7.0,Comedy,A,,
Frequently Asked Questions About Time Travel,2009-01-01,7.0,Comedy,Not Rated,,
Hors de prix,2006-01-01,7.0,Comedy,PG-13,,
Wedding Crashers,2005-01-01,7.0,Comedy,UA,25100000.0,
Harold & Kumar Go to White Castle,2004-01-01,7.0,Adventure,A,,
Elf,2003-01-01,7.0,Adventure,U,,
Old School,2003-01-01,7.0,Comedy,UA,,
Meet the Parents,2000-01-01,7.0,Comedy,UA,,
American Pie,1999-01-01,7.0,Comedy,18,,
Austin Powers: International Man of Mystery,1997-01-01,7.0,Adventure,UA,,
Happy Gilmore,1996-01-01,7.0,Comedy,PG-13,,
Mighty Aphrodite,1995-01-01,7.0,Comedy,R,,
Mallrats,1995-01-01,7.0,Comedy,A,,
Jumanji,1995-01-01,7.0,Adventure,UA,,
Les visiteurs,1993-01-01,7.0,Comedy,R,,
Wayne's World,1992-01-01,7.0,Comedy,U,25100000.0,
What About Bob?,1991-01-01,7.0,Comedy,U,25100000.0,
Uncle Buck,1989-01-01,7.0,Comedy,U,15000000.0,
Bull Durham,1988-01-01,7.0,Comedy,U,,
Pee-wee's Big Adventure,1985-01-01,7.0,Adventure,U,25100000.0,
Sixteen Candles,1984-01-01,7.0,Comedy,U,,
Funny Face,1957-01-01,7.0,Comedy,U,,
Aladdin,2019-01-01,6.9,Adventure,U,,
Aladdin,2019-01-01,6.9,Adventure,U,,
Fack ju Göhte,2013-01-01,6.9,Comedy,Not Rated,,
Everybody Wants Some!!,2016-01-01,6.9,Comedy,R,,
Ted,2012-01-01,6.9,Comedy,A,2000000000.0,
Paul,2011-01-01,6.9,Adventure,U,,
Step Brothers,2008-01-01,6.9,Comedy,UA,23000000.0,
Knocked Up,2007-01-01,6.9,Comedy,18,175000000.0,
The Holiday,2006-01-01,6.9,Comedy,UA,,
Grandma's Boy,2006-01-01,6.9,Comedy,R,,
Napoleon Dynamite,2004-01-01,6.9,Comedy,PG,,
The Wedding Singer,1998-01-01,6.9,Comedy,PG-13,25100000.0,
Liar Liar,1997-01-01,6.9,Comedy,UA,,
Matilda,1996-01-01,6.9,Comedy,UA,,
Kingpin,1996-01-01,6.9,Comedy,UA,,
Clueless,1995-01-01,6.9,Comedy,U,,
Ace Ventura: Pet Detective,1994-01-01,6.9,Comedy,A,,
Hocus Pocus,1993-01-01,6.9,Comedy,U,,
Dave,1993-01-01,6.9,Comedy,UA,,
The Addams Family,1991-01-01,6.9,Comedy,UA,,
The Addams Family,1991-01-01,6.9,Comedy,UA,,
UHF,1989-01-01,6.9,Comedy,Not Rated,,
Bill & Ted's Excellent Adventure,1989-01-01,6.9,Adventure,U,,
Overboard,1987-01-01,6.9,Comedy,U,,
Overboard,1987-01-01,6.9,Comedy,U,,
Flight of the Navigator,1986-01-01,6.9,Adventure,U,,
Real Genius,1985-01-01,6.9,Comedy,Not Rated,,
Arthur,1981-01-01,6.9,Comedy,U,,
Arthur,1981-01-01,6.9,Comedy,U,,
Time Bandits,1981-01-01,6.9,Adventure,U,,
Nine to Five,1980-01-01,6.9,Comedy,Not Rated,,
Up in Smoke,1978-01-01,6.9,Comedy,A,,
Bananas,1971-01-01,6.9,Comedy,PG-13,,
Yesterday,2019-01-01,6.8,Comedy,UA,,
Yesterday,2019-01-01,6.8,Comedy,UA,,
Always Be My Maybe,2019-01-01,6.8,Comedy,13,,
Long Shot,2019-01-01,6.8,Comedy,A,,
Warm Bodies,2013-01-01,6.8,Comedy,15+,,
The F Word,2013-01-01,6.8,Comedy,PG-13,25100000.0,
Bridesmaids,2011-01-01,6.8,Comedy,UA 16+,,
Yes Man,2008-01-01,6.8,Comedy,PG-13,,
Walk Hard: The Dewey Cox Story,2007-01-01,6.8,Comedy,R,25100000.0,
Role Models,2008-01-01,6.8,Comedy,UA,,
Tenacious D in The Pick of Destiny,2006-01-01,6.8,Adventure,R,,
A Series of Unfortunate Events,2004-01-01,6.8,Adventure,U,,
Bruce Almighty,2003-01-01,6.8,Comedy,UA,,
Jay and Silent Bob Strike Back,2001-01-01,6.8,Comedy,U,22000000.0,
Serendipity,2001-01-01,6.8,Comedy,U,,
Detroit Rock City,1999-01-01,6.8,Adventure,R,,
Addams Family Values,1993-01-01,6.8,Comedy,UA,,
White Men Can't Jump,1992-01-01,6.8,Comedy,R,,
Hook,1991-01-01,6.8,Adventure,U,,
The War of the Roses,1989-01-01,6.8,Comedy,UA,,
Creepshow,1982-01-01,6.8,Comedy,UA,25100000.0,
Stripes,1981-01-01,6.8,Comedy,A,,
Good Boys,2019-01-01,6.7,Adventure,UA,,
In a World...,2013-01-01,6.7,Comedy,R,25100000.0,
The Inbetweeners Movie,2011-01-01,6.7,Comedy,A,,
American Reunion,2012-01-01,6.7,Comedy,A,,
L'arnacoeur,2010-01-01,6.7,Comedy,A,,
Fresh,2022-01-01,6.7,Comedy,R,,
Fresh,2022-01-01,6.7,Comedy,R,,
Metal Lords,2022-01-01,6.7,Comedy,A,,
Trick 'r Treat,2007-01-01,6.7,Comedy,R,,
Hot Rod,2007-01-01,6.7,Comedy,PG-13,,
Penelope,2006-01-01,6.7,Comedy,U,,
The Hitchhiker's Guide to the Galaxy,2005-01-01,6.7,Adventure,PG,,
Charlie and the Chocolate Factory,2005-01-01,6.7,Adventure,U,,
Dodgeball: A True Underdog Story,2004-01-01,6.7,Comedy,UA,,
Waiting...,2005-01-01,6.7,Comedy,R,25100000.0,
Everyone Says I Love You,1996-01-01,6.7,Comedy,R,,
Four Rooms,1995-01-01,6.7,Comedy,A,,
Robin Hood: Men in Tights,1993-01-01,6.7,Adventure,U,,
Police Academy,1984-01-01,6.7,Comedy,A,,
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972-01-01,6.7,Comedy,Not Rated,,
Around the World in 80 Days,1956-01-01,6.7,Adventure,U,140000000.0,
Around the World in 80 Days,1956-01-01,6.7,Adventure,U,140000000.0,
Mamma Mia! Here We Go Again,2018-01-01,6.6,Comedy,UA,,
Project X,2012-01-01,6.6,Comedy,R,,
Project X,2012-01-01,6.6,Comedy,R,,
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020-01-01,6.6,Comedy,18,,
This Is the End,2013-01-01,6.6,Comedy,A,32000000.0,
The Wedding Ringer,2015-01-01,6.6,Comedy,A,25100000.0,
Run Fatboy Run,2007-01-01,6.6,Comedy,PG-13,,
Talladega Nights: The Ballad of Ricky Bobby,2006-01-01,6.6,Comedy,PG-13,,
Nanny McPhee,2005-01-01,6.6,Comedy,U,,
Hitch,2005-01-01,6.6,Comedy,U,,
I Heart Huckabees,2004-01-01,6.6,Comedy,R,,
EuroTrip,2004-01-01,6.6,Comedy,18,,
Astérix & Obélix: Mission Cléopâtre,2002-01-01,6.6,Adventure,PG,,
The Replacements,2000-01-01,6.6,Comedy,UA,,
"Me, Myself & Irene",2000-01-01,6.6,Comedy,A,,
Drop Dead Gorgeous,1999-01-01,6.6,Comedy,PG-13,,
Grumpier Old Men,1995-01-01,6.6,Comedy,UA,,
Death Becomes Her,1992-01-01,6.6,Comedy,A,,
Roxanne,1987-01-01,6.6,Comedy,U,,
*batteries not included,1987-01-01,6.6,Comedy,Not Rated,,
Short Circuit,1986-01-01,6.6,Comedy,U,15000000.0,
Back to School,1986-01-01,6.6,Comedy,UA,,
Weird Science,1985-01-01,6.6,Comedy,Not Rated,25100000.0,
Revenge of the Nerds,1984-01-01,6.6,Comedy,UA,,
Bad Trip,2021-01-01,6.5,Comedy,18,,
Eurovision Song Contest: The Story of Fire Saga,2020-01-01,6.5,Comedy,PG-13,,
A Rainy Day in New York,2019-01-01,6.5,Comedy,PG-13,25100000.0,
Set It Up,2018-01-01,6.5,Comedy,18,175000000.0,
Better Watch Out,2016-01-01,6.5,Comedy,R,25100000.0,
Bad Grandpa,2013-01-01,6.5,Comedy,A,,
Diary of a Wimpy Kid: Rodrick Rules,2011-01-01,6.5,Comedy,PG,,
Friends with Benefits,2011-01-01,6.5,Comedy,A,25100000.0,
Think Like a Man,2012-01-01,6.5,Comedy,PG-13,,
Sex Drive,2008-01-01,6.5,Comedy,18,15000000.0,
Blended,2014-01-01,6.5,Comedy,UA,,
Zack and Miri Make a Porno,2008-01-01,6.5,Comedy,A,,
Mamma Mia!,2008-01-01,6.5,Comedy,A,,
Music and Lyrics,2007-01-01,6.5,Comedy,PG-13,,
Harold & Kumar Escape from Guantanamo Bay,2008-01-01,6.5,Adventure,A,,
Slither,2006-01-01,6.5,Comedy,A,23000000.0,
Last Holiday,2006-01-01,6.5,Comedy,UA,,
Idiocracy,2006-01-01,6.5,Adventure,R,,
Hollywood Ending,2002-01-01,6.5,Comedy,PG-13,25100000.0,
Wet Hot American Summer,2001-01-01,6.5,Comedy,R,,
Road Trip,2000-01-01,6.5,Comedy,A,,
Zoolander,2001-01-01,6.5,Comedy,UA,,
BASEketball,1998-01-01,6.5,Comedy,R,,
Bowfinger,1999-01-01,6.5,Comedy,A,25100000.0,
Can't Hardly Wait,1998-01-01,6.5,Comedy,U,25100000.0,
Mouse Hunt,1997-01-01,6.5,Comedy,U,,
Bean,1997-01-01,6.5,Adventure,U,140000000.0,
Sister Act,1992-01-01,6.5,Comedy,U,,
Father of the Bride,1991-01-01,6.5,Comedy,U,23000000.0,
Father of the Bride,1991-01-01,6.5,Comedy,U,23000000.0,
Arachnophobia,1990-01-01,6.5,Comedy,UA,,
The Great Outdoors,1988-01-01,6.5,Comedy,Not Rated,,
The Witches of Eastwick,1987-01-01,6.5,Comedy,UA,25100000.0,
The Secret of My Success,1987-01-01,6.5,Comedy,U,,
Bad Taste,1987-01-01,6.5,Comedy,Not Rated,,
Brewster's Millions,1985-01-01,6.5,Comedy,U,,
Brewster's Millions,1985-01-01,6.5,Comedy,U,,
When We First Met,2018-01-01,6.4,Comedy,16,,
